,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
2071,Kepler-83 d,Kepler-83,5.169796,0.051,1.94,24.6,18.5,0.0,569.0,17.77,4648.0,0.59,0.58,400.4090000,3,28.81,4.72,3.09
2072,Kepler-83 c,Kepler-83,20.09,0.11796,2.36,11.4,4.77,0.0,362.0,43.34,4082.0,0.61,0.66,400.4090000,3,5.9,4.69,3.09
2073,Kepler-83 b,Kepler-83,9.77,0.07295,2.83,42.1,10.2,0.0,460.0,31.38,4082.0,0.61,0.66,400.4090000,3,15.41,4.69,3.09
2074,Kepler-829 b,Kepler-829,6.88337562,0.0678,2.11,5.1,2.98,0.0,857.0,23.559,5698.0,0.97,0.98,1073.7600000,1,247.47,4.46,4.68
2075,Kepler-828 b,Kepler-828,0.56785714,0.0125,1.51,2.89,4.61,0.0,1848.0,4.126,5039.0,0.77,0.81,575.3220000,1,1835.16,4.58,4.57
2076,Kepler-827 b,Kepler-827,51.92927591,0.2742,5.63,27.0,0.831,0.0,574.0,77.98,5602.0,0.91,0.93,2046.6800000,1,23.6,4.5,4.37
2077,Kepler-826 b,Kepler-826,4.48758907,0.0528,1.25,2.1,5.91,0.0,1305.0,12.25,6079.0,1.15,1.05,779.5960000,1,827.22,4.34,4.37
2078,Kepler-825 c,Kepler-825,8.1818246,0.0759,1.84,4.04,3.56,0.0,981.0,25.74,5976.0,1.08,1.03,807.8500000,2,261.63,4.39,3.55
2079,Kepler-825 b,Kepler-825,3.77360059,0.0453,1.53,2.96,4.54,0.0,1270.0,10.87,5976.0,1.08,1.03,807.8500000,2,734.46,4.39,3.55
2080,Kepler-824 b,Kepler-824,4.51436633,0.055,1.87,4.16,3.5,0.0,1231.0,11.56,6035.0,1.22,1.15,1201.4000000,1,454.6,4.32,3.31
2081,Kepler-823 b,Kepler-823,4.16809082,0.0507,1.57,3.09,4.39,0.0,1277.0,11.831,5643.0,0.96,0.98,1389.2700000,1,803.35,4.47,4.47
2082,Kepler-822 b,Kepler-822,3.22296927,0.0412,1.77,3.78,3.75,0.0,1239.0,8.7562,5928.0,1.08,1.06,860.3910000,1,535.19,4.4,3.55
2083,Kepler-821 b,Kepler-821,1.92279873,0.029,1.31,2.27,5.55,0.0,1215.0,7.723,5191.0,0.8,0.84,614.5710000,1,496.82,4.56,4.79
2084,Kepler-820 b,Kepler-820,127.8338098,0.5829,6.09,30.8,0.749,0.0,554.0,43.8,6260.0,1.36,1.23,1387.2000000,1,16.23,4.25,2.63
2085,Kepler-82 f,Kepler-82,75.732,0.3395,4.84,20.9,1.01,0.0014,311.6025017546999,81.11485983615037,5529.0,0.9,0.91,904.3260000,5,29290.077907638894,4.49,4.68
2086,Kepler-82 e,Kepler-82,5.902206,0.063,2.47,6.66,2.43,0.0,926.0,15.26,5428.0,0.95,0.96,904.3260000,5,144.34,4.47,4.68
2087,Kepler-82 d,Kepler-82,2.382961,0.034,1.77,3.78,3.75,0.0,1253.0,8.34,5428.0,0.95,0.96,904.3260000,5,484.35,4.47,4.68
2088,Kepler-82 c,Kepler-82,51.54,0.2626,5.34,13.9,0.494,0.007,450.0,64.7,5529.0,0.9,0.91,904.3260000,5,8.04,4.49,4.68
2089,Kepler-82 b,Kepler-82,26.44,0.1683,4.07,12.15,0.98,0.0033,562.0,41.47,5529.0,0.9,0.91,904.3260000,5,19.56,4.49,4.68
2090,Kepler-819 b,Kepler-819,33.1995648,0.1894,2.76,8.05,2.1,0.0,485.0,52.04,5279.0,0.81,0.86,664.3060000,1,9.91,4.55,4.47
2091,Kepler-818 b,Kepler-818,10.03538581,0.0886,5.11,22.9,0.943,0.0,786.0,23.567,5638.0,0.92,0.94,925.0370000,1,100.78,4.49,3.98
2092,Kepler-817 b,Kepler-817,3.99010623,0.0493,9.03,60.2,0.449,0.0,1124.0,9.6,5861.0,1.03,1.03,1484.4600000,1,550.2,4.42,3.55
2093,Kepler-816 b,Kepler-816,10.50682565,0.0895,10.24,74.5,0.381,0.0,668.0,23.8008,5286.0,0.85,0.9,983.6970000,1,50.56,4.54,4.17
2094,Kepler-815 b,Kepler-815,8.57503552,0.0888,4.11,15.8,1.25,0.0,1374.0,7.617,5028.0,3.42,1.25,1259.2800000,1,979.14,3.46,4.9
2095,Kepler-814 b,Kepler-814,6.1469851,0.0695,2.12,5.14,2.96,0.0,1164.0,14.33,6162.0,1.22,1.15,2055.7700000,1,935.12,4.33,3.02
2096,Kepler-813 b,Kepler-813,19.12947337,0.1439,2.14,5.22,2.93,0.0,817.0,33.6,5743.0,0.93,0.95,840.0000000,1,56.04,4.48,3.98
2097,Kepler-812 b,Kepler-812,10.11716531,0.1024,3.55,12.3,1.51,0.0,1163.0,8.91,6761.0,1.71,1.45,1482.7400000,1,421.92,4.13,1.66
2098,Kepler-811 b,Kepler-811,23.58447697,0.1583,2.7,7.75,2.16,0.0,730.0,17.1,5747.0,1.24,1.01,985.0410000,1,78.59,4.25,7.94
2099,Kepler-810 b,Kepler-810,4.59725385,0.055,1.93,4.38,3.35,0.0,1105.0,12.27,5803.0,1.04,1.03,1458.5900000,1,350.6,4.42,4.17
2100,Kepler-81 d,Kepler-81,20.837846,0.128,1.21,1.92,5.96,0.0,418.0,26.9,4500.0,0.59,0.65,348.2910000,3,7.51,4.7,3.63
2101,Kepler-81 c,Kepler-81,12.04,0.08347,2.37,4.3,1.77,0.0,502.0,34.89,4385.0,0.59,0.64,348.2910000,3,15.62,4.7,3.63
2102,Kepler-81 b,Kepler-81,5.955,0.0522,2.42,17.2,6.67,0.0,635.0,19.882,4385.0,0.59,0.64,348.2910000,3,39.95,4.7,3.63
2103,Kepler-809 b,Kepler-809,55.63934,0.2901,3.01,9.32,1.88,0.0,478.0,52.5,5734.0,0.98,0.99,961.4050000,1,13.15,4.45,4.37
2104,Kepler-808 b,Kepler-808,0.63133235,0.0116,1.46,2.73,4.82,0.0,1322.0,4.447,4653.0,0.71,0.76,321.0000000,1,726.72,4.62,1.95
2105,Kepler-807 b,Kepler-807,117.93108781,0.4884,10.42,76.8,0.373,0.0,418.0,137.6,5965.0,1.06,1.04,1492.9500000,1,7.45,4.41,3.72
2106,Kepler-806 b,Kepler-806,8.09219642,0.0764,1.14,1.55,5.75,0.0,1089.0,6.4,5770.0,1.16,0.99,361.8960000,1,413.6,4.3,7.76
2107,Kepler-805 b,Kepler-805,30.8638931,0.1978,2.89,8.7,1.98,0.0,743.0,28.6,6112.0,1.65,1.19,638.4900000,1,86.47,4.08,4.27
2108,Kepler-804 c,Kepler-804,9.65185017,0.0872,1.14,1.55,5.75,0.0,890.0,17.2,5817.0,1.05,1.01,649.6500000,2,141.84,4.4,5.25
2109,Kepler-804 b,Kepler-804,14.37457351,0.1137,1.94,4.42,3.33,0.0,779.0,23.352,5817.0,1.05,1.01,649.6500000,2,83.43,4.4,5.25
2110,Kepler-803 b,Kepler-803,50.28638192,0.2678,3.79,13.8,1.39,0.0,543.0,61.77,5919.0,1.12,1.05,639.7710000,1,20.88,4.36,4.9
2111,Kepler-802 b,Kepler-802,40.0587473,0.2265,3.54,12.3,1.52,0.0,489.0,22.1,5507.0,0.9,0.93,780.5850000,1,13.51,4.5,4.68
2112,Kepler-801 b,Kepler-801,11.41928253,0.0795,2.0,4.66,3.2,0.0,419.0,21.83,4435.0,0.63,0.67,440.4260000,1,14.44,4.66,3.55
2113,Kepler-800 b,Kepler-800,14.13176026,0.1106,2.85,8.5,2.02,0.0,675.0,14.7,5315.0,0.82,0.85,1019.2600000,1,44.87,4.55,4.68
2114,Kepler-80 g,Kepler-80,14.64558,288.6525,1.13,1.51,5.75,0.0,418.0,45.0,4540.0,0.68,0.83,369.4510000,6,29316.89940763889,4.64,2.0
2115,Kepler-80 f,Kepler-80,0.9867873,0.0175,1.21,1.92,5.96,0.0,1054.0,6.493,4540.0,0.68,0.73,369.4510000,6,750.96,4.64,2.0
2116,Kepler-80 e,Kepler-80,4.64489,0.0491,1.6,4.13,3.75,0.0,629.0,17.69,4540.0,0.68,0.73,369.4510000,6,94.78,4.64,2.0
2117,Kepler-80 d,Kepler-80,3.07222,0.0372,1.53,6.75,7.04,0.0,722.0,12.8,4540.0,0.68,0.73,369.4510000,6,164.62,4.64,2.0
2118,Kepler-80 c,Kepler-80,9.52355,0.0792,2.74,6.74,1.22,0.0,495.0,31.94,4540.0,0.68,0.73,369.4510000,6,36.48,4.64,2.0
2119,Kepler-80 b,Kepler-80,7.05246,0.0648,2.67,6.93,1.38,0.0,547.0,22.94,4540.0,0.68,0.73,369.4510000,6,54.38,4.64,2.0
2120,Kepler-8 b,Kepler-8,3.5224991,0.0474,15.872,187.5197,0.27,0.0,1680.0,6.854,6213.0,1.49,1.21,1021.8700000,1,1444.88,4.17,3.47
2121,Kepler-799 c,Kepler-799,15.19419956,0.1214,2.781,8.15,2.08,0.0,893.0,17.3,5588.0,1.59,1.03,1509.0840000,2,150.25,4.05,0.5
2122,Kepler-799 b,Kepler-799,133.4605235,0.5167,6.88,37.9,0.64,0.0,433.0,73.8,5681.0,0.93,0.95,1509.0840000,2,6.36,4.49,3.98
2123,Kepler-798 b,Kepler-798,13.71933369,0.1174,2.39,6.3,2.54,0.0,864.0,19.137,6224.0,1.29,1.19,972.2740000,1,141.89,4.29,2.82
2124,Kepler-797 b,Kepler-797,27.07237711,0.181,2.17,5.35,2.88,0.0,605.0,30.33,5680.0,0.95,0.96,1315.2600000,1,90.1,4.47,3.89
2125,Kepler-796 b,Kepler-796,6.40087618,0.0662,1.3,2.24,5.6,0.0,1109.0,19.743,5475.0,1.09,0.93,817.5840000,1,962.26,4.33,11.75
2126,Kepler-795 b,Kepler-795,29.6193421,0.1817,1.68,3.46,4.01,0.0,580.0,20.5,5631.0,0.96,0.94,492.1220000,1,26.79,4.45,6.46
2127,Kepler-794 b,Kepler-794,11.13125132,0.1036,2.11,5.1,2.98,0.0,952.0,20.34,5839.0,1.38,1.19,931.1920000,1,299.97,4.23,4.07
2128,Kepler-793 b,Kepler-793,4.24153639,0.0491,1.37,2.45,5.24,0.0,1177.0,10.7,5745.0,0.97,0.98,985.6990000,1,617.41,4.46,4.27
2129,Kepler-792 b,Kepler-792,11.30119217,0.0988,1.96,4.5,3.28,0.0,852.0,21.65,5971.0,1.12,1.09,1425.4700000,1,176.03,4.38,3.39
2130,Kepler-791 b,Kepler-791,14.5539759,0.1256,3.05,9.53,1.85,0.0,939.0,10.1,6383.0,1.47,1.3,1266.3400000,1,140.06,4.21,2.24
2131,Kepler-790 b,Kepler-790,13.73469807,0.101,2.18,5.39,2.86,0.0,634.0,45.57,5208.0,0.8,0.84,703.1680000,1,38.27,4.56,4.9
2132,Kepler-79 e,Kepler-79,81.0659,0.386,3.49,4.1,0.53,0.012,511.0,63.68,6174.0,1.3,1.17,1020.7200000,4,18.78,4.27,3.44
2133,Kepler-79 d,Kepler-79,52.0902,0.287,7.16,6.0,0.09,0.025,592.0,47.42,6174.0,1.3,1.17,1020.7200000,4,33.87,4.27,3.44
2134,Kepler-79 c,Kepler-79,27.4029,0.187,3.72,5.9,0.62,0.03,734.0,30.9,6174.0,1.3,1.17,1020.7200000,4,79.77,4.27,3.44
2135,Kepler-79 b,Kepler-79,13.4845,0.117,3.47,10.9,1.43,0.015,929.0,19.26,6174.0,1.3,1.17,1020.7200000,4,205.4,4.27,3.44
2136,Kepler-789 b,Kepler-789,8.63847725,0.0951,2.12,5.14,2.96,0.0,1419.0,12.312,5870.0,1.02,1.01,1480.1600000,1,312.34,4.42,3.72
2137,Kepler-788 b,Kepler-788,8.39846269,0.0835,2.55,7.04,2.33,0.0,984.0,8.54,6159.0,1.23,1.16,1775.8000000,1,357.19,4.32,3.02
2138,Kepler-787 b,Kepler-787,0.9283105,0.0159,1.28,2.18,5.71,0.0,1115.0,6.0,4248.0,0.62,0.65,503.5680000,1,493.55,4.67,3.39
2139,Kepler-786 b,Kepler-786,53.5293487,0.2548,2.43,6.48,2.48,0.0,348.0,75.21,4838.0,0.74,0.81,485.3180000,1,3.66,4.61,2.51
2140,Kepler-785 b,Kepler-785,1.97376093,0.025,13.02,144092.0256180885,,0.0,753.0,9.357,4739.0,0.71,0.77,642.0510000,1,163.86,4.62,2.82
2141,Kepler-784 b,Kepler-784,31.5922646,0.1967,1.58,3.12,4.35,0.0,688.0,19.2,5674.0,1.32,1.0,1303.7200000,1,194.38,4.19,9.12
2142,Kepler-783 c,Kepler-783,7.05395,0.0684,2.332,6.04,2.62,0.0,840.0,34.22,5411.49,0.87,0.94,516.0900000,2,117.33,4.53,9.7
2143,Kepler-783 b,Kepler-783,4.29264638,0.0491,0.78,0.399,4.62,0.0,991.0,9.7,5521.0,0.89,0.93,516.0900000,2,229.1,4.51,3.89
2144,Kepler-782 b,Kepler-782,158.6853308,0.5444,3.21,10.4,1.73,0.0,350.0,52.8,5867.0,1.01,0.98,446.8440000,1,3.99,4.42,5.25
2145,Kepler-781 b,Kepler-781,13.2140732,0.1019,2.89,8.7,1.98,0.0,629.0,16.8,5162.0,0.78,0.81,1064.4700000,1,44.4,4.58,4.9
2146,Kepler-780 b,Kepler-780,0.67737516,0.015,0.89,0.64,4.99,0.0,2099.0,2.8794,5769.0,1.02,1.01,557.6520000,1,4572.56,4.42,4.9
2147,Kepler-78 b,Kepler-78,0.35500744,227.9603571428572,1.121,1.96716,5.26,0.0,2250.0,2.66,5089.0,0.75,0.84,124.3760000,1,29292.144907638893,4.6,0.625
2148,Kepler-779 b,Kepler-779,7.09714223,0.0533,0.92,0.721,5.09,0.0,425.0,26.17,3804.0,0.44,0.46,283.1550000,1,15.03,4.81,3.89
2149,Kepler-778 b,Kepler-778,3.75574426,0.0453,1.68,3.46,4.01,0.0,977.0,12.67,5102.0,0.77,0.81,938.1680000,1,216.57,4.58,5.25
2150,Kepler-777 b,Kepler-777,5.72812599,0.0519,1.47,2.76,4.77,0.0,569.0,22.605,4043.0,0.56,0.58,443.1060000,1,33.95,4.71,3.16
2151,Kepler-776 b,Kepler-776,4.89718784,0.0523,1.28,2.18,5.71,0.0,904.0,20.97,5071.0,0.78,0.83,727.9040000,1,135.08,4.58,4.37
2152,Kepler-775 b,Kepler-775,0.97486893,0.0187,1.19,1.81,5.9,0.0,1612.0,4.664,5468.0,0.84,0.92,398.6760000,1,1496.75,4.56,1.86
2153,Kepler-774 b,Kepler-774,11.0895723,0.1114,3.17,10.2,1.76,0.0,1422.0,8.84,6403.0,2.42,1.57,917.8040000,1,451.18,3.87,2.14
2154,Kepler-773 b,Kepler-773,3.74910006,0.047,1.43,2.63,4.94,0.0,1160.0,15.63,5850.0,1.01,1.04,547.0260000,1,490.71,4.45,2.82
2155,Kepler-772 b,Kepler-772,12.99207337,0.1071,1.82,3.97,3.62,0.0,866.0,16.683,5714.0,1.11,0.98,1130.2100000,1,264.58,4.33,8.13
2156,Kepler-771 b,Kepler-771,8.73485836,0.0843,1.82,3.97,3.62,0.0,890.0,14.62,5906.0,1.05,1.03,1393.8500000,1,339.3,4.42,3.72
2157,Kepler-770 d,Kepler-770,4.15244722,0.0616,1.4,2.54,5.09,0.0,1941.0,12.366,5598.0,0.92,0.94,930.4570000,3,209.75,4.49,4.57
2158,Kepler-770 c,Kepler-770,1.47532231,0.0309,1.2,1.87,5.95,0.0,2740.0,4.913,5598.0,0.92,0.94,930.4570000,3,833.59,4.49,4.57
2159,Kepler-770 b,Kepler-770,18.92540274,0.1694,2.3,5.9,2.66,0.0,1171.0,39.48,5598.0,0.92,0.94,930.4570000,3,27.74,4.49,4.57
2160,Kepler-77 b,Kepler-77,3.57878087,0.04501,10.761,136.661,0.603,0.0,1440.0,9.764,5520.0,0.99,0.95,639.4110000,1,432.87,4.42,7.5
2161,Kepler-769 c,Kepler-769,15.9870174,0.1297,1.79,3.86,3.7,0.0,803.0,18.8,6186.0,1.28,1.19,1169.5700000,2,86.76,4.3,2.88
2162,Kepler-769 b,Kepler-769,7.42608998,0.0778,2.92,8.85,1.95,0.0,1037.0,15.83,6186.0,1.28,1.19,1169.5700000,2,241.13,4.3,2.88
2163,Kepler-768 b,Kepler-768,11.3910025,0.092,1.79,3.86,3.7,0.0,618.0,10.8,5108.0,0.78,0.82,784.5600000,1,40.59,4.58,4.57
2164,Kepler-767 b,Kepler-767,161.5280101,0.5874,6.64,35.7,0.67,0.0,366.0,356.7,5694.0,0.94,0.96,2251.0300000,1,9.37,4.48,4.07
2165,Kepler-766 b,Kepler-766,6.10027804,0.066,3.39,11.4,1.61,0.0,990.0,5.81,5992.0,1.15,1.1,2297.6200000,1,227.15,4.36,3.63
2166,Kepler-765 b,Kepler-765,27.6655226,0.1754,2.43,6.48,2.48,0.0,641.0,32.9,5901.0,1.06,1.05,1076.2800000,1,48.95,4.41,3.72
2167,Kepler-764 b,Kepler-764,7.33683936,0.0724,1.64,3.33,4.15,0.0,875.0,16.22,5557.0,0.89,0.92,1047.8400000,1,160.46,4.51,4.17
2168,Kepler-763 b,Kepler-763,1.19655156,0.0205,1.22,1.98,5.99,0.0,1414.0,7.6,5166.0,0.8,0.84,962.4590000,1,974.09,4.57,4.79
2169,Kepler-762 b,Kepler-762,3.7705521,0.0493,12.68,144092.0256180885,,0.0,1302.0,8.3644,5944.0,1.08,1.06,1898.2600000,1,1065.73,4.4,3.8
2170,Kepler-761 b,Kepler-761,10.12804789,0.0874,2.03,4.78,3.14,0.0,767.0,23.39,5706.0,0.93,0.95,830.7070000,1,95.45,4.48,4.07
2171,Kepler-760 c,Kepler-760,2.46697439,0.0333,1.48,2.79,4.73,0.0,1139.0,11.97,5322.0,0.85,0.89,792.3360000,2,453.65,4.54,4.57
2172,Kepler-760 b,Kepler-760,8.70419416,0.0772,3.06,9.59,1.84,0.0,748.0,20.4,5322.0,0.85,0.89,792.3360000,2,84.41,4.54,4.57
2173,Kepler-76 b,Kepler-76,1.5449298,0.0274,15.244,638.8383,1.1,0.0,2140.0,4.464,6409.0,1.32,1.2,822.9600000,1,3583.67,4.2,0.62
2174,Kepler-759 b,Kepler-759,41.805985,0.2329,2.27,5.77,2.71,0.0,533.0,53.71,5860.0,1.04,1.04,1073.4800000,1,19.02,4.42,3.89
2175,Kepler-758 e,Kepler-758,8.1934719,0.0785,1.53,2.96,4.54,0.0,1144.0,11.8,6228.0,1.42,1.16,1502.3200000,4,588.4,4.19,3.8
2176,Kepler-758 d,Kepler-758,20.4966197,0.1447,2.12,5.14,2.96,0.0,843.0,24.8713,6228.0,1.42,1.16,1502.3200000,4,173.17,4.19,3.8
2177,Kepler-758 c,Kepler-758,4.75793986,0.0547,1.69,3.5,3.98,0.0,1372.0,8.2,6228.0,1.42,1.16,1502.3200000,4,1211.82,4.19,3.8
2178,Kepler-758 b,Kepler-758,12.1097104,0.1019,2.48,6.71,2.42,0.0,1005.0,15.3,6228.0,1.42,1.16,1502.3200000,4,349.19,4.19,3.8
2179,Kepler-757 b,Kepler-757,1.02267882,0.019,1.36,2.42,5.29,0.0,1734.0,5.785,6014.0,1.13,1.08,1068.6800000,1,3345.45,4.37,3.31
2180,Kepler-756 b,Kepler-756,1.22486632,0.0219,1.12,1.46,5.71,0.0,1741.0,5.562,5282.0,0.79,0.82,852.0000000,1,2174.33,4.57,4.47
2181,Kepler-755 c,Kepler-755,2.85313364,0.0367,1.26,2.13,5.85,0.0,1016.0,9.1,5043.0,0.77,0.82,399.0340000,2,302.57,4.58,4.9
2182,Kepler-755 b,Kepler-755,1.26909037,0.0214,1.76,3.75,3.78,0.0,1331.0,3.01,5043.0,0.77,0.82,399.0340000,2,889.89,4.58,4.9
2183,Kepler-754 b,Kepler-754,14.5596237,0.116,2.01,4.7,3.18,0.0,758.0,20.086,5935.0,1.08,1.06,1770.2700000,1,216.47,4.39,3.8
2184,Kepler-753 b,Kepler-753,5.74772501,0.054,1.91,4.31,3.4,0.0,641.0,12.6,4346.0,0.65,0.68,274.7670000,1,41.67,4.65,3.63
2185,Kepler-752 b,Kepler-752,18.82747265,0.1353,2.81,8.3,2.06,0.0,632.0,31.72,5373.0,0.83,0.87,1232.2900000,1,45.28,4.54,4.07
2186,Kepler-751 b,Kepler-751,17.44490636,0.1263,2.46,6.62,2.44,0.0,679.0,32.38,5387.0,0.84,0.87,760.4300000,1,39.01,4.54,4.47
2187,Kepler-750 c,Kepler-750,4.08899022,0.0533,1.62,3.26,4.21,0.0,1537.0,8.84,6160.0,1.23,1.15,1296.0200000,2,778.59,4.32,3.09
2188,Kepler-750 b,Kepler-750,9.42887179,0.093,3.07,9.64,1.83,0.0,1163.0,16.709,6160.0,1.23,1.15,1296.0200000,2,255.74,4.32,3.09
2189,Kepler-75 b,Kepler-75,8.8849116,0.0818,11.77,3209.9,11.0,0.57,767.0,19.77,5200.0,0.89,0.91,835.3560000,1,106.48,4.5,6.2
2190,Kepler-749 b,Kepler-749,17.31716585,0.1054,3.1,9.8,1.81,0.0,454.0,38.3,5009.0,0.75,0.79,721.0270000,1,24.63,4.59,4.57
2191,Kepler-748 b,Kepler-748,7.40742793,0.0745,2.52,6.9,2.37,0.0,938.0,16.137,5934.0,1.1,1.07,1705.9900000,1,439.78,4.38,3.72
2192,HD 80869 b,HD 80869,1752.92067283,2.906141,12.8,1797.84225,4.71,0.923501,203.0,583.0,5837.0,1.06,1.06,85.3951000,1,0.14,4.18,0.1502948216960628
2193,HD 80883 b,HD 80883,6383.7835217,6.497354,12.8,1740.73691,4.56,0.203319,253.62312354589253,1724.8632270196397,5177.91,0.81,0.88,34.6011000,1,29290.077907638894,4.56,0.1502948216960628
2194,HD 80913 b,HD 80913,10839.83340606,9.88693,12.0,7469.38301,23.8,0.312809,231.2278028586032,1288.488859809608,6013.24,1.65,1.11,61.3603000,1,29478.56418763889,4.05,0.1502031550293961
2195,HD 81040 b,HD 81040,1005.98853873,1.988479,12.7,2172.35017,5.83,0.556692,311.6025017546999,469.8754659726346,5755.0,0.91,1.03,34.4341000,1,29290.077907638894,4.54,0.73
2196,HD 81688 b,HD 81688,184.02,0.81,13.2,858.1,2.05,0.0,313.321964869454,13.398149500521948,4753.0,13.0,2.1,85.7183000,1,31379.79532579366,2.22,1.48
2197,HD 81817 b,HD 81817,1021.20159246,3.233953,11.9,8433.90298,27.5,0.097258,297.12918905504586,8.298370827537626,4140.0,83.8,4.3,269.1260000,2,31379.79532579366,1.3,0.15
2198,HD 81817 c,HD 81817,622.97801866,2.324089,12.0,7180.5416,22.8,0.095429,309.2910124885017,4.5656273825574845,4043.33,109.46,4.3,269.1260000,2,31379.79532579366,1.3,0.15
2199,HD 82886 b,HD 82886,705.0,1.58,13.3,740.5439,1.73,0.07,313.321964869454,64.59136993398133,4953.0,5.26,2.53,127.0610000,1,31379.79532579366,3.4,7.0
2200,HD 82943 b,HD 82943,441.47,1.18306,13.5,534.25,1.19,0.162,311.6025017546999,215.589654451912,5935.0,1.18,1.08,27.5902000,2,29306.735907638893,4.33,2.35
2201,HD 82943 c,HD 82943,220.078,0.74345,13.4,622.603,1.42,0.3663,311.6025017546999,135.4792898097087,5935.0,1.18,1.08,27.5902000,2,29306.735907638893,4.33,2.35
2202,HD 8326 b,HD 8326,158.991,0.533,9.58,66.6,0.416,0.2,311.18088559308376,146.93855316416045,4914.0,0.78,0.8,30.6862000,1,29292.144907638893,4.55,0.1502948216960628
2203,HD 83443 b,HD 83443,2.985628,0.0406,14.1,127.76702,0.25,0.012,331.0546353683261,9.287553593873763,5442.0,0.94,1.0,40.8991000,2,29290.077907638894,4.39,2.64
2204,HD 83443 c,HD 83443,8241.0,8.0,13.6,476.74261,1.04,0.76,234.9726339255754,1830.0598214529589,5442.0,0.94,1.0,40.8991000,2,29290.077907638894,4.39,2.64
2205,HD 8535 b,HD 8535,1313.0,2.45,14.0,216.1244,0.433,0.15,308.4847993737476,442.7130009250173,6136.0,1.19,1.13,55.4401000,1,29306.735907638893,4.46,0.1502031550293961
2206,HD 85390 b,HD 85390,799.52,1.373,6.16,31.46517,0.74,0.5,311.6025017546999,369.0487198068152,5186.0,0.8,0.76,33.5225000,1,29292.144907638893,4.41,7.2
2207,HD 85512 b,HD 85512,58.43,0.26,1.72,3.6,3.89,0.11,298.0,78.74412330336322,4300.0,0.71,0.43,11.2810000,1,29316.89940763889,4.36,5.61
2208,HD 8574 b,HD 8574,227.0,0.76,13.4,645.1949,1.47,0.3,312.408714869454,118.42343627228205,6064.0,1.38,1.34,44.8264000,1,29286.41423763889,4.28,5.6
2209,HD 86065 b,HD 86065,25775.78858607,16.107189,12.5,2801.89869,7.88,0.218978,230.2653457878961,4440.463503192646,4927.56,0.78,0.81,40.3661000,1,29292.144907638893,4.56,0.1502948216960628
2210,HD 86081 b,HD 86081,2.1378431,0.0346,13.6,470.3884,1.03,0.0119,344.04616875091665,5.09596452336781,5939.0,1.46,1.21,103.9360000,1,29286.41423763889,4.18,3.61
2211,HD 86226 b,HD 86226,1628.0,2.73,14.3,143.0235,0.269,0.059,176.0,559.0832754538789,5863.0,1.05,1.02,45.6830000,2,29306.735907638893,4.4,4.6
2212,HD 86226 c,HD 86226,3.98442,0.049,2.16,7.25,3.97,0.075,1311.0,10.11,5863.0,1.05,1.02,45.6830000,2,464.96,4.4,4.6
2213,HD 86264 b,HD 86264,1488.79122664,2.762119,12.3,4073.50239,12.0,0.821127,309.2910124885017,315.92768774823907,6210.0,1.88,1.26,67.8107000,1,29281.62322763889,4.02,2.24
2214,HD 8673 b,HD 8673,1644.6909652,2.965265,12.3,4259.27322,12.6,0.729873,305.8844629665797,425.0846330227554,6389.05,1.5,1.28,37.8619000,1,29286.41423763889,4.19,0.1560220597913009
2215,HD 86950 b,HD 86950,1270.0,2.72,13.0,1144.188,2.86,0.17,309.2910124885017,66.4644453336779,4805.0,8.8,1.66,209.8390000,1,31379.79532579366,2.66,0.4122960335536496
2216,HD 87646 b,HD 87646,13.481,0.117,12.4,3941.092,11.4,0.05,313.3272565361207,16.231449932531966,5770.0,1.55,1.12,73.5835200,1,29286.41423763889,4.1,0.1502031550293961
2217,HD 87883 b,HD 87883,3309.22117629,4.051612,12.8,1705.47518,4.47,0.706593,279.75316841857875,1089.032936455885,4980.0,0.8,0.81,18.2912000,1,29292.144907638893,4.55,7.6
2218,HD 88072 b,HD 88072,18538.79292976,13.912743,12.6,2565.90908,7.05,0.156013,230.68696194951227,2904.548889838695,5785.33,1.03,1.04,35.9098000,1,29306.735907638893,4.43,0.1502948216960628
2219,HD 88133 b,HD 88133,3.414884,0.0479,13.8,324.1866,0.678,0.031,331.8608484830802,4.681833722769369,5392.0,2.2,1.26,73.6123000,1,29312.75580746032,3.88,5.37
2220,HD 89307 b,HD 89307,2166.0,3.27,13.4,670.6213,1.53,0.2,294.54019635876216,639.2315771797845,5955.0,1.1,1.27,32.0104000,1,29306.735907638893,4.46,2.31
2221,HD 89345 b,HD 89345,11.8143,0.1066,7.398,34.9613,0.471,0.22,1089.0,13.11,5576.0,1.75,1.16,132.3450000,1,275.64,4.02,7.53
2222,HD 89744 b,HD 89744,256.78,0.917,12.6,2653.8805,7.29,0.677,312.408714869454,92.57482188356931,6291.0,2.13,1.86,38.6364000,1,29236.219354126988,4.07,1.88
2223,HD 90156 b,HD 90156,49.77,0.25,4.43,17.98,1.14,0.31,311.6025017546999,58.4326165817181,5599.0,0.92,0.84,21.9496000,1,29290.077907638894,4.48,4.4
