,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius_[earth_radius],planet_mass_or_mass*sin(i)_[earth_mass],planet_density_[g/cm**3],eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc]
1119,HD 80606 b,HD 80606,111.43670000,0.456500,11.994,1392.09540,5.080000,0.930000,405,98.380000,5561.00,1.04,1.15,0.350,66.4711000
1120,HD 80653 b,HD 80653,0.71957300,0.016600,1.613,5.60000,7.400000, ,2302,2.920000,5910.00,1.22,1.18, ,109.8600000
1121,xi Aql b,xi Aql,136.75000000,0.680000,13.200,890.00000,2.130000,0.000000, , ,4780.00,12.00,2.20,-0.205,56.1858000
1122,ups Leo b,ups Leo,385.20000000,1.180000,14.200,162.09249,0.311000,0.320000, , ,4836.00,11.22,1.48,-0.200,52.5973000
1123,ups And d,ups And,1276.46000000,2.513290,12.500,3257.74117,9.170000,0.298700, , ,6156.77,1.56,1.30,0.101,13.4054000
1124,ups And c,ups And,241.25800000,0.827774,12.300,4443.24113,13.100000,0.259600, , ,6156.77,1.56,1.30,0.101,13.4054000
1125,ups And b,ups And,4.61703300,0.059222,14.000,218.53100,0.438000,0.021500, , ,6156.77,1.56,1.30,0.101,13.4054000
1126,tau Gem b,tau Gem,305.50000000,1.170000,12.100,6547.00000,20.300000,0.031000, , ,4388.00,26.80,2.30,0.140,112.5370000
1127,tau Cet h,tau Cet,49.41000000,0.243000,1.190,1.83000,5.970000,0.230000, , ,5310.00,0.83,0.78,-0.520,3.6030400
1128,tau Cet g,tau Cet,20.00000000,0.133000,1.180,1.75000,5.850000,0.060000, , ,5310.00,0.83,0.78,-0.520,3.6030400
1129,tau Cet f,tau Cet,636.13000000,1.334000,1.810,3.93000,3.640000,0.160000, , ,5310.00,0.83,0.78,-0.520,3.6030400
1130,tau Cet e,tau Cet,162.87000000,0.538000,1.810,3.93000,3.640000,0.180000, , ,5310.00,0.83,0.78,-0.520,3.6030400
1131,tau Boo b,tau Boo,3.31245680,0.049000,12.800,1891.00000,4.950000,0.011000, , ,6466.27,1.43,1.32,0.264,15.6521000
1132,rho CrB c,rho CrB,102.54000000,0.412300,5.380,25.00000,0.882000,0.052000,448,65.100000,5627.00,1.36,0.89,-0.310,17.4671000
1133,rho CrB b,rho CrB,39.84580000,0.219600,13.800,332.10000,0.694000,0.037300,614,34.660000,5627.00,1.36,0.89,-0.310,17.4671000
1134,psi1 Dra B b,psi1 Dra B,3117.00000000,4.430000,13.500,486.27990,1.090000,0.400000, , ,6212.00,1.26,1.19,0.010,22.7188000
1135,pi Men d,HD 39091,124.64000000, ,3.720,13.38000,1.430000,0.220000, , ,5998.00,1.19,1.07,0.090,18.2702000
1136,pi Men c,HD 39091,6.26790772,0.068647,2.060,3.63000,2.820000,0.076939,1170,13.100000,6037.00,1.19,1.10,0.080,18.2702000
1137,omi UMa b,omi UMa,1630.00000000,3.900000,13.000,1303.10300,3.260000,0.130000, , ,5242.00,14.10,3.09, ,54.9149000
1138,omi CrB b,omi CrB,187.83000000,0.830000,13.600,476.74500,1.040000,0.191000, , ,4749.00,10.50,2.13,-0.238,84.7883000
1139,ome Ser b,ome Ser,277.02000000,1.100000,13.500,540.30000,1.210000,0.106000, , ,4770.00,12.30,2.17,-0.240,76.7556000
1140,nu Oph c,nu Oph,3184.83000000,5.931000,12.000,7838.32346,24.900000,0.180000, , ,4886.00,14.60,2.70,0.060,46.2107000
1141,nu Oph b,nu Oph,530.21000000,1.790000,12.000,7057.73298,22.400000,0.124000, , ,4886.00,14.60,2.70,0.060,46.2107000
1142,nu Oct A b,nu Oct A,417.00000000,1.250000,13.300,762.78818,1.780000,0.110000, , ,4860.00,5.81,1.61,0.180,21.1999000
1143,mu2 Sco b,mu2 Sco, ,242.400000,12.300,4576.72906,13.500000,0.560000, , ,21700.00,5.60,9.10, , 
1144,mu Leo b,mu Leo,357.80000000,1.100000,13.300,762.80000,1.780000,0.090000, , ,4538.20,11.40,1.50,0.360,32.6081000
1145,kap CrB b,kap CrB,1247.90000000,2.760000,13.400,635.66000,1.450000,0.059000, , ,4970.00,4.71,1.80,0.150,30.0651000
1146,kap And b,kap And, ,55.000000,12.300,4327.36000,12.800000, ,1900, ,10900.00,2.31,2.60,-0.360,50.0177000
1147,iot Dra c,iot Dra,25000.00000000,19.400000,12.200,4958.12315,15.000000,0.455000, , ,4504.00,11.79,1.54,0.030,31.3283200
1148,iot Dra b,iot Dra,510.85440000,1.453000,12.400,3756.73177,10.800000,0.701000, , ,4504.00,11.79,1.54,0.030,31.3283200
1149,gam1 Leo b,gam1 Leo,428.50000000,1.190000,12.500,2790.43000,7.850000,0.144000, , ,4330.00,31.88,1.23,-0.469,39.8883000
1150,gam Psc b,gam Psc,555.10000000,1.320000,13.600,425.89007,0.930000,0.204000, , ,4742.00,11.20,0.99,-0.620,41.3107000
1151,gam Lib c,gam Lib,964.60000000,2.170000,12.900,1455.66140,3.730000,0.057000, , ,4822.00,11.10,1.47,-0.300,47.4017000
1152,gam Lib b,gam Lib,415.20000000,1.240000,13.800,324.18660,0.678000,0.210000, , ,4822.00,11.10,1.47,-0.300,47.4017000
1153,gam Cep b,gam Cep,903.30000000,2.050000,12.500,2987.58703,8.410000,0.049000, , ,4888.00,4.90,1.40,0.180,14.1024000
1154,eps Tau b,eps Tau,594.90000000,1.930000,12.600,2415.40600,6.640000,0.151000, , ,4901.00,13.70,2.70,0.150,47.5285200
1155,eps Ind A b,eps Ind A,16510.00000000,11.550000,13.100,1032.94750,2.520000,0.260000, , ,4754.00,0.78,0.75,-0.134,3.6385700
1156,eps Eri b,eps Eri,2671.00000000,3.530000,14.100,209.76675,0.411000,0.070000, , ,5020.38,0.76,0.82,-0.130,3.2026000
1157,eps CrB b,eps CrB,417.90000000,1.300000,12.700,2129.46100,5.710000,0.110000, , ,4406.00,21.00,1.70,-0.094,69.8683000
1158,bet UMi b,bet UMi,522.30000000,1.400000,12.700,1938.70000,5.200000,0.190000, , ,4126.00,38.30,1.40,-0.270,38.7747200
1159,bet Pic c,bet Pic,1192.77951035,2.680483,12.500,3223.13586,9.070000,0.314213, , ,7890.00,2.01,1.80,-0.210,19.7442000
1160,bet Pic b,bet Pic,8617.50951973,10.019926,18.495,3729.12221,3.240000,0.105598,1612, ,8038.68,1.54,1.80,-0.210,19.7442000
1161,bet Cnc b,bet Cnc,605.20000000,1.700000,12.600,2479.00000,6.810000,0.080000, , ,4092.10,47.20,1.70,-0.290,89.0472000
1162,b Cen AB b,b Cen A,1790000.00000000,556.000000,12.400,3464.32964,9.980000,0.400000, , , , ,5.50, ,98.0935000
1163,alf Tau b,alf Tau,628.96000000,1.460000,12.700,2056.36010,5.520000,0.100000, , ,4055.00,45.10,1.13,-0.270,20.4332000
1164,alf Ari b,alf Ari,380.80000000,1.200000,13.400,572.07000,1.310000,0.250000, , ,4553.00,13.90,1.50,-0.160,20.2101900
1165,YZ Cet d,YZ Cet,4.65626000,0.028510,1.030,1.09000,5.480000,0.070000,357, ,3151.00,0.16,0.14,-0.180,3.7120700
1166,YZ Cet c,YZ Cet,3.05989000,0.021560,1.050,1.14000,5.410000,0.000000,410, ,3151.00,0.16,0.14,-0.180,3.7120700
1167,YZ Cet b,YZ Cet,2.02087000,0.016340,0.913,0.70000,5.050000,0.060000,471, ,3151.00,0.16,0.14,-0.180,3.7120700
1168,YSES 2 b,YSES 2, ,115.000000,12.700,2002.31896,5.370000, , , ,4749.00,1.19,1.10, ,109.4060000
1169,XO-7 b,XO-7,2.86414240,0.044210,15.390,225.34147,0.340000,0.038000,1743,6.430000,6250.00,1.48,1.41,0.432,234.1490000
1170,XO-6 b,XO-6,3.76500070,0.081500,23.203,1398.45200,0.620000,0.000000,1577,9.080000,6720.00,1.93,1.47,-0.070,235.4790000
1171,XO-5 b,XO-5,4.18775580,0.051500,12.780,378.20000,1.060000,0.000000,1230,9.960200,5430.00,1.13,1.04,0.050,276.2110000
1172,XO-4 b,XO-4,4.12508000,0.055240,14.011,451.31860,0.830000,0.000000,1630,7.680000,6397.00,1.45,1.10,-0.040,272.6550000
1173,XO-3 b,XO-3,3.19154000,0.047600,15.805,2316.98070,8.090000,0.290000,1729,4.950000,6429.00,1.54,0.58,-0.180,213.0530000
1174,XO-2 S c,XO-2 S,120.80000000,0.475600,13.600,435.40900,0.951000,0.152800, , ,5399.00,1.02,0.98,0.390,151.3980000
1175,XO-2 S b,XO-2 S,18.15700000,0.130000,10.900,82.63580,0.351000,0.180000, , ,5399.00,1.00,0.98,0.390,151.3980000
1176,XO-2 N b,XO-2 N,2.61586178,0.036800,11.131,179.89178,0.715000,0.028000,1328,7.986000,5340.00,0.99,0.97,0.430,154.2730000
1177,XO-1 b,XO-1,3.94153000,0.048800,12.778,263.79890,0.640000,0.000000,1210,11.370000,5750.00,0.88,0.88,0.020,163.5530000
1178,Wolf 503 b,Wolf 503,6.00127000,0.057060,2.043,6.26000,2.920000,0.410000,790, ,4716.00,0.69,0.69,-0.470,44.5260000
1179,Wolf 1069 b,Wolf 1069,15.56400000,0.067200,1.080,1.26000,5.500000, ,250, ,3158.00,0.18,0.17,0.070,9.5834100
1180,Wolf 1061 d,Wolf 1061,217.21000000,0.470000,2.690,7.70000,2.170000,0.550000, , ,3342.00,0.31,0.29,-0.090,4.3059200
1181,Wolf 1061 c,Wolf 1061,17.87190000,0.089000,1.660,3.41000,4.100000,0.110000, , ,3342.00,0.31,0.29,-0.090,4.3059200
1182,Wolf 1061 b,Wolf 1061,4.88690000,0.037500,1.210,1.91000,5.920000,0.150000, , ,3342.00,0.31,0.29,-0.090,4.3059200
1183,Wendelstein-2 b,Wendelstein-2,1.75222390,0.023400,12.993,232.33373,0.620000,0.057000,2470, ,4591.00,0.66,0.73, ,565.5410000
1184,Wendelstein-1 b,Wendelstein-1,2.66341600,0.028200,11.561,188.15536,0.720000,0.012000,2198, ,4251.00,0.61,0.65, ,305.3000000
1185,WTS-2 b,WTS-2,1.01870680,0.018550,15.278,355.96960,0.540000,0.000000,2000, ,5000.00,0.75,0.82,0.200,1030.7683444
1186,WTS-1 b,WTS-1,3.35205700,0.047000,16.700,1274.44000,1.610000,0.100000,1500, ,6250.00,1.15,1.20,-0.500,2346.0100000
1187,WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A, ,8.000000,10.468,6992.00000,33.500000, ,450, ,575.00,0.09,0.03, ,10.1000000
1188,WD 1856+534 b,WD 1856+534,1.40794050,0.020400,10.400,4386.05400,21.400000,0.000000,163,336.000000,4710.00,0.01,0.52, ,24.7359000
1189,WD 0806-661 b,WD 0806-661, ,2500.000000,12.600,2542.62726,6.980000, ,340, ,9552.00, ,0.62, ,19.2444000
1190,WASP-99 b,WASP-99,5.75251000,0.071700,11.433,772.32690,2.790000,0.000000,1480,8.770000,6150.00,1.64,1.21,0.210,158.6600000
1191,WASP-98 b,WASP-98,2.96264036,0.037620,12.823,293.03926,0.764000,0.070000,1171,10.920000,5473.00,0.74,0.81,-0.490,281.7420000
1192,WASP-97 b,WASP-97,2.07276000,0.033030,12.778,432.24880,1.210000,0.000000,1555,6.720000,5640.00,1.08,1.18,0.230,151.0680000
1193,WASP-96 b,WASP-96,3.42526020,0.045300,13.450,152.55000,0.370000,0.000000,1285,9.030000,5540.00,1.05,1.06,0.140,352.4640000
1194,WASP-95 b,WASP-95,2.18467000,0.034160,13.787,457.67520,0.840000,0.000000,1570,6.510000,5830.00,1.23,1.46,0.140,137.5440000
1195,WASP-94 B b,WASP-94 B,2.00839000,0.033500,14.100,196.41100,0.385000,0.000000, , ,6040.00,1.35,1.24,0.230,208.6960000
1196,WASP-94 A b,WASP-94 A,3.95019000,0.055000,17.710,158.91500,0.118000,0.000000,1604,8.440000,6170.00,1.48,1.67,0.260,211.2110000
1197,WASP-93 b,WASP-93,2.73253210,0.042110,17.901,467.21010,0.479000,0.000000,1942,5.938000,6700.00,1.52,1.33,0.070,370.2840000
1198,WASP-92 b,WASP-92,2.17467420,0.034800,16.376,255.85315,0.346000,0.000000,1871,5.587000,6280.00,1.34,1.19,0.000,575.8890000
1199,WASP-91 b,WASP-91,2.79858100,0.037000,11.545,425.89220,1.590000,0.000000,1160,9.100000,4920.00,0.86,0.84,0.190,149.9420000
1200,WASP-90 b,WASP-90,3.91624300,0.056200,18.271,200.23290,0.193000,0.000000,1840, ,6430.00,1.98,1.55,0.110,466.4330000
1201,WASP-89 b,WASP-89,3.35642270,0.042700,11.657,1875.19700,7.000000,0.193000,1120, ,5130.00,0.88,0.92,0.150,290.9460000
1202,WASP-88 b,WASP-88,4.95400000,0.064310,16.365,133.48860,0.141000,0.000000,1772,6.670000,6430.00,1.80,0.94,-0.080,523.7560000
1203,WASP-87 b,WASP-87,1.68279500,0.029460,15.524,692.86940,1.020000,0.000000,2050, ,6450.00,1.63,1.20, ,298.3920000
1204,WASP-85 A b,WASP-85 A,2.65567770,0.039000,13.899,402.05495,0.880000,0.000000,1452,7.834000,6112.00,0.94,1.09,0.118,141.8870000
1205,WASP-84 b,WASP-84,8.52348650,0.077100,10.559,220.56500,1.104000,0.000000,797,21.690000,5314.00,0.75,0.84,0.000,100.5880000
1206,WASP-83 b,WASP-83,4.97125200,0.059000,11.657,95.34900,0.350000,0.000000,1120,12.100000,5510.00,1.05,1.11,0.290,271.1030000
1207,WASP-82 b,WASP-82,2.70579000,0.044700,18.159,371.86110,0.354000,0.000000,2190,4.430000,6480.00,2.10,1.48,0.120,275.6640000
1208,WASP-81 b,WASP-81,2.71647620,0.039080,16.018,231.69807,0.332000,0.066000,1623,6.560000,5870.00,1.28,1.08,-0.360,398.5050000
1209,WASP-80 b,WASP-80,3.06785234,0.034400,11.198,170.99254,0.717000,0.002000,825,12.630000,4143.00,0.59,0.58,-0.130,49.7876000
1210,WASP-8 c,WASP-8,4323.00000000,5.280000,12.500,3003.37000,8.450000,0.000000, , ,5690.00,0.99,1.04,0.170,89.9606000
1211,WASP-8 b,WASP-8,8.15872000,0.080100,12.666,807.28820,2.470000,0.310000,875,18.280000,5600.00,1.03,1.34,0.170,89.9606000
1212,WASP-79 b,WASP-79,3.66238000,0.051900,18.719,270.15550,0.130000,0.000000,1716,7.030000,6600.00,1.60,1.43,0.030,246.6900000
1213,WASP-78 b,WASP-78,2.17518000,0.034880,21.633,352.79130,0.131000,0.000000,2470,3.540000,6100.00,2.46,1.87,-0.350,754.2580000
1214,WASP-77 A b,WASP-77 A,1.36002854,0.023350,13.787,529.81995,1.115000,0.007400,1715,5.332000,5617.00,0.91,0.90,-0.100,105.1660000
1215,WASP-76 b,WASP-76,1.80988600,0.033000,20.512,292.40360,0.201000,0.000000,2160, ,6250.00,1.73,1.46,0.230,194.4590000
1216,WASP-75 b,WASP-75,2.48419300,0.037500,14.235,340.06000,0.690000,0.000000,1710,6.660000,6100.00,1.26,1.14,0.070,294.0010000
1217,WASP-74 b,WASP-74,2.13775000,0.034430,15.244,228.83760,0.369700,0.000000,1926,4.860000,5990.00,1.42,0.98,0.390,149.2160000
1218,WASP-73 b,WASP-73,4.08722000,0.055120,15.917,908.99380,1.596000,0.000000,1790,5.750000,6030.00,2.55,2.52,0.140,316.6780000
1219,WASP-72 b,WASP-72,2.21673000,0.037110,14.460,731.00900,0.870000,0.000000,2210,4.610000,6250.00,2.18,2.78,-0.060,434.7540000
1220,WASP-71 b,WASP-71,2.90367000,0.046220,13.227,441.78370,0.940000,0.000000,2049,4.300000,6050.00,1.82,0.76,0.150,362.7150000
1221,WASP-70 A b,WASP-70 A,3.71302030,0.048530,13.047,187.51200,0.499000,0.000000,1387, ,5763.00,1.22,1.11,-0.006,222.3550000
1222,WASP-7 b,WASP-7,4.95464160,0.061700,14.908,305.11680,0.550000,0.034000,1487,9.074000,6400.00,1.43,1.28,0.000,162.3030000
1223,WASP-69 b,WASP-69,3.86814000,0.045250,12.442,92.17070,0.291000,0.000000,963,12.000000,4700.00,0.86,0.98,0.150,49.9605000
1224,WASP-68 b,WASP-68,5.08430000,0.062060,14.796,343.25640,0.665000,0.000000,1490,7.930000,5910.00,1.79,1.49,0.220,226.3990000
1225,WASP-67 b,WASP-67,4.61442000,0.051790,12.890,136.66690,0.388000,0.000000,1003,12.830000,5200.00,0.88,0.91,-0.070,189.4690000
1226,WASP-66 b,WASP-66,4.08605000,0.054600,15.693,746.90050,1.144000,0.000000,1570,6.730000,6600.00,1.76,1.33,-0.310,500.2580000
1227,WASP-65 b,WASP-65,2.31142430,0.033400,12.464,492.62000,1.500000,0.000000,1480, ,5600.00,1.01,0.93,-0.070,273.7030000
1228,WASP-64 b,WASP-64,1.57329180,0.026480,14.247,403.94500,0.823000,0.000000,1689,5.390000,5400.00,1.06,1.00,-0.080,369.9260000
1229,WASP-63 b,WASP-63,4.37808000,0.057400,15.805,117.59710,0.173000,0.000000,1470,6.590000,5550.00,1.86,1.28,0.080,290.6840000
1230,WASP-62 b,WASP-62,4.41195000,0.057100,14.796,165.27160,0.262000,0.000000,1475,9.550000,6230.00,1.23,1.11,0.040,175.6310000
1231,WASP-61 b,WASP-61,3.85590000,0.052100,15.805,851.78440,1.423000,0.000000,1624,8.150000,6250.00,1.55,1.82,-0.100,488.6600000
1232,WASP-60 b,WASP-60,4.30500000,0.055480,9.864,174.80650,0.378000,0.000000,1479,10.040000,5900.00,1.17,1.19,-0.040,431.0520000
1233,WASP-6 b,WASP-6,3.36101000,0.042170,11.545,117.59710,0.326000,0.050000,1184,10.620000,5450.00,0.73,0.55,-0.200,197.1190000
1234,WASP-59 b,WASP-59,7.91958500,0.069700,8.687,274.27600,2.400000,0.100000,670,24.390000,4650.00,0.61,0.72,-0.150,115.9360000
1235,WASP-58 b,WASP-58,5.01718000,0.056200,16.029,308.29510,0.450000,0.000000,1270,10.350000,5800.00,1.22,1.06,-0.450,290.4040000
1236,WASP-57 b,WASP-57,2.83891856,0.037690,11.769,204.68252,0.693000,0.059000,1338,8.748900,5600.00,0.93,0.89,-0.250,398.2760000
1237,WASP-56 b,WASP-56,4.61710000,0.056140,10.536,143.02350,0.583000,0.000000,1216,10.880000,5600.00,0.96,0.71,0.120,321.0840000
1238,WASP-55 b,WASP-55,4.46563000,0.055800,14.908,193.87630,0.329000,0.000000,1300,10.830000,5900.00,1.09,1.11,-0.200,297.4620000
1239,WASP-54 b,WASP-54,3.69364000,0.049880,17.710,187.51970,0.167000,0.070000,1759,5.880000,6100.00,1.76,1.08,-0.270,251.3030000
1240,WASP-53 c,WASP-53,2840.00000000,3.730000, ,5196.52050, ,0.836900, , ,4953.00,0.80,0.84,0.220,201.3380000
1241,WASP-53 b,WASP-53,3.30984430,0.041010,12.038,677.61356,2.280000,0.030000,1053,11.050000,4953.00,0.80,0.84,0.220,201.3380000
1242,WASP-52 b,WASP-52,1.74977980,0.027200,14.240,146.20000,0.290000,0.000000,1315,7.380100,5000.00,0.79,0.87,0.030,174.8180000
1243,WASP-50 b,WASP-50,1.95510000,0.029300,13.070,466.82870,1.325000,0.009000,1395,7.510000,5400.00,0.84,0.89,-0.120,184.8480000
1244,WASP-5 b,WASP-5,1.62842790,0.026700,12.184,502.15000,1.640000,0.038000,1706,5.400000,5700.00,1.03,0.96,0.090,309.1370000
1245,WASP-49 b,WASP-49,2.78174000,0.037900,12.442,117.59710,0.288000,0.000000,1400,8.370000,5600.00,0.97,0.92,-0.230,194.5530000
1246,WASP-48 b,WASP-48,2.14363000,0.034440,16.814,254.26400,0.415000,0.000000,2035,4.250000,5920.00,1.58,0.88,-0.120,454.1440000
1247,WASP-47 e,WASP-47,0.78959330,0.016730,1.808,6.77000,6.290000,0.030000, ,3.205000,5552.00,1.14,1.04,0.380,264.7800000
1248,WASP-47 d,WASP-47,9.03055000,0.085000,3.567,14.20000,1.720000,0.010000, ,16.268000,5552.00,1.14,1.04,0.380,264.7800000
1249,WASP-47 c,WASP-47,588.80000000,1.393000,13.500,500.00000,1.120000,0.295000,247,261.400000,5552.00,1.14,1.04,0.380,264.7800000
1250,WASP-47 b,WASP-47,4.15914920,0.052000,12.640,363.60000,0.989000,0.002800,1275,9.702000,5552.00,1.14,1.04,0.380,264.7800000
1251,WASP-46 b,WASP-46,1.43036763,0.023350,13.159,607.05530,1.467000,0.022000,1636,5.851000,5600.00,0.86,0.83,-0.300,375.3100000
1252,WASP-45 b,WASP-45,3.12608900,0.039630,10.604,306.38812,1.418000,0.043000,1153,9.970000,5150.00,0.86,0.85,-0.030,211.1960000
1253,WASP-44 b,WASP-44,2.42380400,0.034530,12.330,276.51210,0.811000,0.068000,1337,8.200000,5420.00,0.91,0.94,-0.003,364.5120000
1254,WASP-43 b,WASP-43,0.81347500,0.014200,10.424,565.71400,2.939000,0.000000,1427,4.837000,4400.00,0.60,0.58,-0.010,86.7467000
1255,WASP-42 b,WASP-42,4.98168190,0.056100,12.576,167.49641,0.464000,0.062000,1021,13.500000,5315.00,0.89,0.95,0.290,177.2910000
1256,WASP-41 c,WASP-41,421.00000000,1.070000,13.100,1010.69940,2.470000,0.294000,241,265.000000,5545.00,0.87,0.93,0.060,163.3710000
1257,WASP-41 b,WASP-41,3.05240000,0.040220,12.330,270.15550,0.742000,0.000000,1244,9.960000,5545.00,0.83,0.81,0.060,163.3710000
1258,WASP-4 b,WASP-4,1.33823147,0.022600,14.807,376.94638,0.612000,0.000000,1673,5.451000,5400.00,0.89,0.86,-0.070,267.2060000
1259,WASP-39 b,WASP-39,4.05525900,0.048600,14.235,88.98900,0.186000,0.000000,1166,11.550000,5400.00,0.90,0.93,0.010,213.9820000
1260,WASP-38 b,WASP-38,6.87188000,0.075220,13.787,1093.33520,2.540000,0.030000,1250,12.110000,6180.00,1.52,1.76,-0.020,136.2400000
1261,WASP-37 b,WASP-37,3.57746900,0.044600,13.002,572.07000,1.530000,0.000000,1232, ,5800.00,1.00,0.93,-0.284,392.7910000
1262,WASP-36 b,WASP-36,1.53736596,0.026770,14.874,750.39663,1.260000,0.019000,1733,5.848000,5959.00,0.99,1.08,-0.260,386.3460000
1263,WASP-35 b,WASP-35,3.16158000,0.043170,14.572,225.65930,0.378000,0.000000,1338,8.530000,5990.00,1.08,1.05,-0.150,202.2180000
1264,WASP-34 b,WASP-34,4.31768000,0.052400,11.209,177.98480,0.412000,0.040000,1250,12.070000,5700.00,0.91,0.96,-0.020,132.0960000
1265,WASP-33 b,WASP-33,1.21987000,0.023900,17.856,665.21819,0.689000,0.000000,2782,3.571000,7430.00,1.44,1.50,0.100,121.9440000
1266,WASP-32 b,WASP-32,2.71866000,0.039400,10.761,835.89290,3.240000,0.000000,1388,7.720000,6140.00,0.95,0.72,-0.130,275.9940000
1267,WASP-31 b,WASP-31,3.40590960,0.046590,17.363,151.91600,0.172000,0.000000,1307,8.160000,6302.00,1.25,1.16,-0.200,383.8290000
1268,WASP-3 b,WASP-3,1.84683000,0.031500,15.917,772.32690,0.890000,0.000000,2020,5.180000,6400.00,1.44,1.62,0.000,231.1610000
1269,WASP-29 b,WASP-29,3.92273000,0.045700,8.631,73.10090,0.650000,0.030000,970,12.180000,4800.00,0.79,0.77,0.110,87.5953000
1270,WASP-28 b,WASP-28,3.40883495,0.044200,13.664,282.54945,0.651163,0.000000,1456,8.790000,6084.00,1.08,0.99,-0.200,348.4940000
1271,WASP-26 b,WASP-26,2.75660000,0.040000,13.563,270.15550,0.703000,0.000000,1650,6.430000,6034.00,1.22,0.86,0.160,252.7590000
1272,WASP-25 b,WASP-25,3.76483000,0.047300,11.994,139.84520,0.382000,0.000000,1210,11.100000,5750.00,0.80,0.67,-0.050,211.4160000
1273,WASP-24 b,WASP-24,2.34121000,0.036510,15.468,394.10920,0.622000,0.000000,1772,5.910000,6075.00,1.42,1.43,0.000,322.1140000
1274,WASP-23 b,WASP-23,2.94442560,0.037600,10.783,280.95000,1.170000,0.062000,1077, ,5150.00,0.77,0.78,-0.050,207.4900000
1275,WASP-22 b,WASP-22,3.53269000,0.047000,13.787,212.94610,0.444000,0.020000,1502,8.940000,6000.00,1.24,1.46,-0.050,317.6520000
1276,WASP-21 b,WASP-21,4.32248200,0.052000,11.990,95.34500,0.320000,0.000000,1340,9.620000,5800.00,1.06,1.01,-0.220,258.4260000
1277,WASP-20 b,WASP-20,4.89962840,0.060000,16.388,98.84100,0.132000,0.000000,1379,9.280000,5940.00,1.39,1.20,-0.008,211.8770000
1278,WASP-2 b,WASP-2,2.15217500,0.031440,12.117,295.89973,0.914000,0.005400,1311,7.810000,5180.00,0.87,0.90,0.120,153.2420000
1279,WASP-192 b,WASP-192,2.87867650,0.040800,13.787,731.00900,1.620000,0.000000,1620,6.650000,5910.00,1.32,1.09,0.140,508.8850000
1280,WASP-190 b,WASP-190,5.36775300,0.066300,12.890,317.83000,0.815000,0.000000,1500,9.050000,6400.00,1.60,1.35,-0.020,542.2510000
1281,WASP-19 b,WASP-19,0.78883852,0.016520,15.861,366.77398,0.506000,0.012600,2113,3.533000,5616.00,1.01,0.97,0.040,268.3250000
1282,WASP-189 b,WASP-189,2.72403300,0.050530,18.147,632.47853,0.621987,0.000000,3353,4.600000,8000.00,2.36,2.03,0.290,99.7310000
1283,WASP-187 b,WASP-187,5.14787800,0.065300,18.383,254.26400,0.224000,0.000000,1760, ,6150.00,2.83,1.54,0.000,371.4140000
1284,WASP-186 b,WASP-186,5.02679900,0.060000,12.442,1341.24260,3.821000,0.330000,1378, ,6361.00,1.47,1.22,-0.080,278.5140000
1285,WASP-185 b,WASP-185,9.38755000,0.090400,14.011,311.47340,0.660000,0.240000,1160,12.900000,5900.00,1.50,1.12,-0.020,279.3500000
1286,WASP-184 b,WASP-184,5.18170000,0.062700,14.908,181.16310,0.320000,0.000000,1480,8.190000,6000.00,1.65,1.23,0.120,663.2310000
1287,WASP-183 b,WASP-183,4.11177710,0.046320,16.477,159.55066,0.210000, ,1111,11.440000,5313.00,0.87,0.78,-0.310,325.3770000
1288,WASP-182 b,WASP-182,3.37698480,0.045100,9.528,47.03884,0.318000,0.000000,1479,8.300000,5638.00,1.34,1.08,0.270,327.6020000
1289,WASP-181 b,WASP-181,4.51950640,0.054270,13.271,95.03117,0.237000, ,1186,12.090000,5839.00,0.97,1.04,0.090,437.4950000
1290,WASP-180 A b,WASP-180 A,3.40926400,0.048000,13.899,286.04700,0.610000,0.000000,1540, ,6600.00,1.19,1.30,0.100,253.9850000
1291,WASP-18 c,WASP-18,2.15580000,0.035000,8.580,55.20000,0.480000,0.015000, , ,6400.00,1.23,1.22,0.190,123.4830000
1292,WASP-18 b,WASP-18,0.94145223,0.020240,13.899,3241.84975,6.600000,0.005100,2429,3.480000,6432.00,1.32,1.29,0.107,123.4830000
1293,WASP-178 b,WASP-178,3.34482850,0.055800,20.288,527.59780,0.370000,0.000000,2470,7.170000,9360.00,1.67,2.07,0.210,427.6780000
1294,WASP-177 b,WASP-177,3.07172200,0.039570,17.710,161.45764,0.172000, ,1142,9.610000,5017.00,0.89,0.88,0.250,176.8180000
1295,WASP-176 b,WASP-176,3.89905200,0.053500,16.870,271.74465,0.310000,0.000000,1721, ,5941.00,1.93,1.34,0.164,568.4200000
1296,WASP-175 b,WASP-175,3.06529070,0.044030,13.540,314.65170,0.740000,0.000000,1571,7.860000,6229.00,1.20,1.21,0.150,539.3600000
1297,WASP-174 b,WASP-174,4.23370050,0.055030,16.107,104.88337,0.135000,0.000000,1528,8.789000,6399.00,1.35,1.24,0.060,410.1490000
1298,WASP-173 A b,WASP-173 A,1.38665318,0.024800,13.451,1172.79270,2.840000,0.000000,1880,4.780000,5800.00,1.11,1.05,0.160,232.9800000
