,orbit_semi-major_axis_[au]),equilibrium_temperature_[k],insolation_flux_earth,orbital_period_[days]
3302,0.081,559,25.44,10.198545
3303,0.048,728,73.16,4.617534
3304,0.029,931,195.00,2.211099
3305,0.2095,349,3.84,42.1516418
3306,0.1593,400,6.64,27.9481449
3307,0.4453,349,2.51,117.040498
3308,0.2283,487,9.55,42.9495649
3309,0.0495,1017,237.04,4.45419434
3310,0.058,768,87.71,6.01038429
3311,0.0502,1258,690.13,4.14702026
3312,0.1087,806,101.14,13.24934059
3313,0.1553,748,126.03,21.41616926
3314,0.098,521,23.08,13.89961966
3315,0.1038,698,61.57,13.14497566
3316,0.0641,1673,1452.90,5.08005848
3317,0.5886,355,4.53,172.7049784
3318,0.126,328,3.42,20.995694
3319,0.0809,395,3.07,12.0717249
3320,0.0619,453,12.36,8.0109434
3321,2.42,253, ,1000.0
3322,0.4988,388,3.68,125.63243
3323,0.4669,380,2.99,81.73778
3324,0.0442,1181,442.52,3.24755522
3325,0.0276,1877,892.81,1.8270823
3326,0.0594,1247,601.89,4.90332155
3327,0.0761,933,178.68,7.37868977
3328,0.1272,721,63.95,15.95994513
3329,0.165,423,8.77,28.51120525
3330,0.1012,620,34.09,12.92491623
3331,0.1694,453,10.01,29.88485741
3332,0.2212,488,14.24,39.30941904
3333,0.091,870,144.85,9.751962
3334,0.2255,550,23.18,38.5583038
3335,0.139,701,61.00,18.6489525
3336,0.2134,633,37.92,35.86619949
3337,0.1075,891,149.42,12.8345022
3338,0.0309,1662,1808.41,1.98035766
3339,0.1409,708,68.97,19.78297415
3340,0.1179,1157,147.05,13.28535633
3341,0.064,1099,584.35,5.45849832
3342,0.1396,832,176.23,18.68404933
3343,0.0303,1574,2959.34,1.88897906
3344,0.0791,974,434.24,7.97419807
3345,0.0606,884,149.13,5.83598311
3346,0.2551,761,63.86,38.58422849
3347,0.1699,803,160.61,22.20813214
3348,0.0594,1107,351.69,5.21104261
3349,0.144,711,59.77,19.67416124
3350,0.182,332,2.94,36.445171
3351,0.10379,433,8.55,16.3850021
3352,0.0637,553,22.72,7.8773565
3353,0.1594,532,19.87,24.3078946
3354,0.081,839,133.32,8.51203588
3355,0.2897,467,10.55,60.92832271
3356,0.1992,1095,174.58,24.85462415
3357,0.1333,564,47.97,19.96371318
3358,0.0676,1248,506.41,5.65179605
3359,0.1789,623,36.53,28.86235584
3360,0.2194,652,32.33,34.43587975
3361,0.1722,742,71.75,26.62949944
3362,0.8589,332,4.21,296.637865
3363,0.134,797,114.39,19.55659418
3364,0.509,381,2.47,130.194
3365,0.384,439,4.33,85.312
3366,0.2514,543,10.12,45.154
3367,0.2384,584,28.48,41.74600392
3368,0.1763,710,60.37,25.30889748
3369,0.0473,1407,877.33,3.56809693
3370,0.075,1080,330.55,6.8834055
3371,0.1445,314,3.64,27.52197994
3372,0.0646,374,5.99,9.54927542
3373,0.0535,1217,859.51,4.28686431
3374,0.0467,1304,683.84,3.62276006
3375,0.0627,1125,324.86,5.64067757
3376,0.0806,909,193.68,8.5083244
3377,0.087,1125,388.44,9.37647
3378,0.077,1196,494.70,7.81254
3379,0.0538,1750,1822.76,3.5484657
3380,0.0598,844,148.46,5.63252845
3381,0.0897,931,202.78,9.61375356
3382,0.0457,1210,1129.27,3.57320367
3383,0.0747,747,62.93,8.30864937
3384,0.0614,1000,108.13,5.89660978
3385,0.0427,1200,310.02,3.41303622
3386,0.0804,1093,79.04,8.02511821
3387,0.0439,1438,1414.33,3.00387658
3388,0.0516,1111,312.51,4.22538451
3389,0.0453,1597,1059.52,3.26869515
3390,0.116,371,6.06,18.596108
3391,0.031,717,64.39,2.576549
3392,0.07821,443,12.34,10.9129343
3393,0.05929,509,21.48,7.2037945
3394,0.1209,538,20.62,17.27629612
3395,0.0428,1303,778.51,3.12082923
3396,0.0337,1226,535.84,2.41839004
3397,0.2141,487,15.04,38.6519976
3398,0.1157,662,51.49,15.3587684
3399,0.0433,1243,622.01,3.2432598
3400,0.0896,766,90.63,10.04556931
3401,0.2072,755,61.49,30.229104
3402,0.2537,352,4.44,56.35418576
3403,0.0894,899,183.84,10.06082567
3404,0.0605,1312,764.08,4.9195838
3406,0.2279,448,9.29,42.8961
3407,0.0845,736,67.59,9.67395
3408,0.0528,932,173.12,4.778
3409,0.0994,649,37.75,12.49341307
3410,0.1032,640,39.56,13.2217576
3411,0.0911,649,38.71,11.11990653
3412,0.1126,807,100.09,14.00640607
3413,0.0399,980,215.46,3.10550819
3414,0.0606,1115,671.06,5.66067294
3415,0.1186,879,243.38,14.55731705
3416,0.0483,876,139.24,4.17625551
3417,0.0626,1308,1146.88,5.01423457
3418,0.2322,1485,41.20,24.66919569
3419,0.6992, , ,187.366
3420,0.9638, , ,303.227
3421,0.2877, , ,49.4643
3422,0.2213,484,11.24,38.47875707
3423,0.1651,712,72.75,24.99324193
3424,0.0465,1206,500.46,3.70921385
3425,0.2671,503,15.17,51.07926307
3426,0.0953,996,227.82,9.94067247
3427,0.0765,1163,495.00,7.25696522
3428,0.078,880,166.04,8.98101683
3429,0.7584,453,9.97,207.62
3430,0.4172,611,31.27,84.6866
3431,0.0821,886,254.91,8.31378306
3432,0.7211,389,5.40,220.1303357
3433,0.067,845,92.35,6.766589
3434,0.2799,455, ,57.011
3435,0.1968,543,10.90,33.60134
3436,0.154,798,279.79,20.74028413
3437,0.0996,1008,244.47,10.6906004
3439,0.0954,844,116.27,10.57
3440,0.7903, , ,240.503
3441,1.046,265,1.10,384.843
3444,0.082,1199,557.21,7.51464
3445,0.1324,944,213.73,15.413135
3446,0.1993,769,94.33,28.454851
3447,0.03,1000,68.37,2.455239
3448,0.1979,661,45.09,33.6727
3449,0.1027,917,167.41,12.58242
3450,4.2, , ,2500.0
3451,0.0769,882,119.04,7.79430132
3452,0.0403,436,3.31,5.148921
3453,0.0283,520,6.71,3.036179
3454,0.0182,648,16.21,1.565409
3455,0.0439,305,4.31,8.15275
3456,0.0301,341,9.18,4.871229
3457,0.0217,401,17.66,2.984151
3458,0.0811,673,59.91,9.740486
3459,0.0696,727,81.34,7.743493
3460,0.06,783,109.64,6.189392
3461,0.04881,868,165.73,4.5458841
3462,0.04178,938,225.74,3.6001053
3463,0.495,233,0.86,177.6693
3464,0.409,241,0.66,112.3053
3465,0.64,189,0.21,207.2482
3466,0.242,229,1.20,101.11141
3467,0.0446,1544,1109.22,3.2467293
3468,0.563,291,1.83,178.1396
3469,0.166,288,1.40,35.23319
3470,0.288,308,2.15,66.65062
3471,0.1158,503,14.52,16.79713874
3472,0.339,322,1.69,64.00205
3473,0.0948,1729,677.92,8.6001536
3474,0.1143,1000,158.28,12.8747099
3475,0.0679,1776,1682.66,5.33408384
3477,0.301,812,97.85,52.501129
3478,0.1045,856,272.84,11.922
3479,0.0847,951,415.55,8.703
3480,0.0719,1032,577.54,6.803
3481,0.4757,458,9.10,110.979
3482,0.2244,667,40.84,35.968
3483,0.046,1620,1138.12,3.0240949
3484,0.0433,1070,195.09,3.52563254
3485,0.091,1100,208.72,10.290994
3486,0.0414,1300,410.72,3.21751883
3487,0.0464,1070,229.04,3.79701816
3488,0.73, , ,223.3
3489,0.044,1116,470.75,3.3118644
3490,0.03585,1605,649.15,2.6843285
3491,0.082,1028,264.98,7.8914483
3492,1.219,185,0.23,704.1984
3493,0.0154,450,12.54,1.865169
3494,0.006,720,82.12,0.45328509
3495,0.0116,519,22.39,1.2137672
3496,1.68, , ,675.47
3497,0.37,613,37.42,69.7546
3498,0.1024,835,114.59,12.21829987
3499,0.3779,434,8.88,86.67856
3500,0.1194,616,30.97,15.943
3501,0.1006,671,43.62,12.331
3502,0.1021,791,93.07,12.209
3503,0.0658,986,224.09,6.319
3504,0.0695,543,26.24,8.708
3505,0.0426,694,69.83,4.176
3506,0.0699,890,137.09,7.171
3507,0.0527,1024,241.17,4.7
3508,0.3553, , ,66.262
3509,0.02897,1850,2144.31,1.7208604
3510,0.186,503, ,31.509728
3511,0.279,410,3.70,58.02035
3512,0.0739,838,53.33,7.834435
3513,0.0375,1138,191.27,3.005156
3514,0.1226,866,159.50,17.833648
3515,0.03101,1790,2036.75,1.8555582
3516,0.3183,402,6.16,68.9584
3517,0.0359,1561,1503.58,2.46502
3519,0.0149,1983,4102.01,0.66931
3520,0.0552,1050,349.77,4.62332
3521,0.0359,1302,826.93,2.42629
3522,0.188,557,14.09,29.726682
3523,0.095,785,55.62,10.613839
3524,0.118,678,33.15,14.751166
3525,0.102,730,44.53,11.829851
3526,0.1211,958,285.30,13.61159129
3527,0.297,604,45.15,54.280749
3528,0.076,1194,689.46,7.031462
3529,0.102,931,157.48,11.242861
3530,0.087,1006,214.28,8.921099
3531,0.068,1140,353.97,6.124821
3532,0.051,1311,619.84,4.028751
3533,0.6503,380,8.48,184.256405
3534,0.269,598,52.00,47.318218
3535,0.122,889,254.25,14.383035
3536,0.134,755,76.86,17.340824
3537,0.087,939,183.39,9.024389
3538,0.08,1620,1187.96,6.87349
3539,0.0456,1650,1245.43,3.21346
3540,0.261,486,5.57,58.034616
3541,0.155,630,15.69,26.67569
3542,0.103,773,35.63,14.425281
3543,0.0618,636,40.83,6.83437001
3544,0.087,536,20.56,11.419412
3545,0.044,755,81.29,4.081423
3546,0.48,295,1.80,135.498527
3547,0.144,539,20.01,22.250949
3548,0.378,390,5.24,88.505
3549,0.2336,496,13.73,42.994
3550,0.177,341,2.11,34.989262
3551,0.061,576,17.80,7.054346
3552,0.0646,1165,435.61,5.61358023
3553,0.11,901,94.53,12.130686
3554,0.083,1035,164.78,8.005013
3555,0.124,901,231.21,14.613612
3556,0.091,1052,429.81,9.182417
3557,0.093,901,185.10,10.423118
3558,0.059,1125,450.65,5.341853
3559,0.161,1015,193.09,20.485435
3560,0.082,1425,748.71,7.416755
3561,0.101,630,41.35,13.060022
3562,0.065,786,99.97,6.738088
3563,0.164,897,90.22,21.08721
3564,0.11,636,22.73,14.51143
3565,0.041,1047,167.06,3.244107
3566,0.093,515,16.64,13.297004
3567,0.036,830,112.21,3.173315
3568,0.098,826,144.96,11.837549
3569,0.068,994,304.08,6.791636
3570,0.155,513,16.66,25.193458
3571,0.096,651,43.26,12.31043
3572,0.3024,535,19.37,56.4159
3573,0.127,829,83.16,15.163161
3574,0.097,951,143.92,10.043686
3575,0.236,531,40.10,45.348269
3576,0.148,670,101.55,22.597053
3577,0.172,406,6.44,31.200751
3578,0.095,545,20.91,12.904532
3579,0.097,882,124.74,12.162701
3580,0.055,1166,381.46,5.262155
3581,0.085,1387,874.56,8.25629997
3582,0.117,1180,225.33,13.391635
3583,0.066,1576,716.09,5.629021
3584,0.078,1056,333.56,7.630004
3585,0.05,1317,808.09,3.930821
3586,0.4632,475, ,105.599
3587,0.326,530,19.79,62.784697
3588,0.152,775,90.35,20.09838
3589,0.166,414,8.17,28.906009
3590,0.112,503,17.82,16.092361
3591,0.182,677,49.85,27.014976
3592,0.109,875,139.11,12.509529
3593,0.115,873,168.29,14.172327
3594,0.057,1242,689.91,4.920199
3595,0.141,720,33.15,19.986326
3596,0.101,851,64.44,12.125934
3597,0.056,1272,548.10,5.028219
3598,0.042,1467,966.59,3.282807
3599,0.029,1761,2014.66,1.897806
3600,0.126,729,103.76,16.725948
3601,0.06,1054,453.87,5.535309
3602,0.201,660,53.47,30.092568
3603,0.154,755,91.88,20.053763
3604,0.075,1081,384.63,6.849692
3605,0.313,443,17.06,67.968015
3606,0.2,554,41.74,34.763278
3607,0.14,647,54.20,19.02293
3608,0.054,1040,361.51,4.57953
3609,0.246,401, ,51.196
3610,0.2076,458,9.90,39.7922
3611,0.1368,564,22.79,21.302
3612,0.1003,656,43.31,13.36731
3613,0.094,391,4.21,14.871572
3614,0.03,687,40.30,2.732756
3615,0.36,575,28.68,72.379334
3616,0.186,800,107.58,26.84768
3617,0.253,357,3.76,53.578637
3618,0.201,401,5.99,37.815724
3619,0.11,848,314.93,12.51616
3620,0.045,1326,1873.31,3.281959
3621,0.137,729,66.87,17.784129
3622,0.098,865,132.15,10.664903
3623,0.312,568,22.23,59.980627
3624,0.178,753,68.71,25.745718
3625,0.107,905,203.76,11.932125
3626,0.079,1054,376.29,7.542427
3627,0.048,1347,1000.24,3.614568
3628,0.207,543,36.67,37.866281
3629,0.087,838,207.34,10.327186
3630,0.3,568,33.95,55.188023
3631,0.086,1060,411.90,8.486616
3632,0.075,860,146.50,7.186434
3633,0.044,1116,415.43,3.289672
3634,0.1283,928,191.00,16.21865
3635,0.1153,978,247.00,13.86825
3636,0.372,464,11.00,77.095691
3637,0.307,512,16.19,57.68802
3638,0.178,671,47.94,25.563222
3639,0.381,411,6.60,83.488369
3640,0.21,554,21.80,34.060467
3641,0.246,402,4.62,49.499875
3642,0.12,576,19.40,16.85837
3643,0.063,793,69.57,6.475434
3644,0.115,913,209.37,13.121632
3645,0.057,1294,844.98,4.612696
3646,0.179,633,49.97,25.762294
3647,0.102,840,154.80,11.03189
3648,0.146,451,8.95,24.209842
3649,0.115,508,14.40,16.934402
3650,0.054,741,64.84,5.47666
3651,0.065,472,16.56,8.410894
3652,0.051,534,27.19,5.795278
3653,0.0657,788,90.91,6.88727999
3654,0.118,591,26.37,16.332995
3655,0.085,694,50.39,10.05537
3656,0.5177,318,1.99,142.544247
3657,0.287,431,6.71,57.24809
3658,0.214,498,11.98,37.054919
3659,0.1786,782,83.24,26.136
3660,0.1385,888,138.41,17.849
3661,0.104,1037,257.72,11.189562
3662,0.60347, , ,131.458
3663,0.105,763,94.49,12.247629
3664,0.065,972,248.27,5.929778
3665,0.138,888,133.26,17.265427
3666,0.076,1196,438.94,7.05677
3667,0.183,705,65.71,27.320871
3668,0.11,908,180.55,12.79836
3669,0.168,654,23.81,23.851549
3670,0.071,1008,134.36,6.511127
3671,0.077,575,25.83,9.387427
3672,0.066,622,35.37,7.415563
3673,0.488,360,2.67,125.596809
3674,0.153,643,27.33,21.963945
3675,0.167,746,57.93,23.22182
3676,0.088,1024,206.07,8.96855
3677,0.0293,1897,3111.32,1.64422461
3678,0.242,658,44.83,39.459357
3679,0.185,754,77.29,26.234138
3680,0.128,905,160.26,15.170318
3681,0.242,539,25.67,42.473269
3682,0.182,622,45.42,27.666313
3683,0.08,940,237.43,8.01041
3684,0.06,1085,422.10,5.195528
3685,0.178,946,154.65,22.824669
3686,0.134,1092,274.32,14.844387
3687,1.0896, , ,288.822
3688,0.091,796,58.65,10.558345
3689,0.069,914,101.84,6.988055
3690,0.055,1023,159.94,4.977656
3691,0.0893,1143,428.52,9.341
3692,0.257,680,53.56,44.431014
3693,0.172,831,119.65,24.310856
3694,0.117,1005,256.61,13.726976
3695,0.093,1017,376.21,9.693201
3696,0.045,1458,1589.01,3.292781
3697,0.154,749,74.36,20.678772
3698,0.092,967,206.91,9.600001
3699,0.033,1625,1652.50,2.024823
3700,0.356,592,32.03,67.844469
3701,0.075,1290,721.12,6.562331
3702,0.168,656,39.48,25.09849
3703,0.107,822,97.21,12.758005
3704,0.061,1090,300.98,5.470319
3705,0.135,386,7.05,24.08821
3706,0.087,480,16.82,12.551158
3707,0.189,427,7.25,34.21154
3708,0.114,550,19.99,15.995622
3709,0.07,703,53.71,7.626324
3710,0.159,346,6.07,32.134328
3711,0.105,425,13.89,17.28111
3712,0.065,540,35.98,8.457496
3713,0.116,573,27.68,15.955387
3714,0.075,714,66.58,8.25978
3715,0.2535,691,53.18,41.02902
3716,0.2138,752,74.72,31.7844
3717,0.1662,853,123.69,21.77596
3718,0.1189,1009,241.76,13.17562
3719,0.0677,1336,744.01,5.66793
3720,0.113,402,11.87,18.684737
3721,0.061,547,40.69,7.416397
3722,0.354,475,22.02,71.312
3723,0.2199,602,57.08,34.921
3724,0.09,387,7.59,13.969457
3725,0.047,537,28.27,5.212333
3726,0.029,682,73.06,2.549575
3727,0.066,781,180.64,6.766888
3728,0.051,889,303.62,4.580358
3729,0.032,1127,783.45,2.248329
3730,0.22,498,12.08,38.715185
3731,0.105,721,53.04,12.762172
3732,0.053,1017,210.55,4.544439
3733,0.1074,635,38.44,13.97939968
3734,0.26,410,7.23,51.805612
3735,0.05,935,194.34,4.385315
3736,0.046,1292,650.01,3.553822
3737,0.028,1659,1774.33,1.678327
3738,0.051,996,203.41,4.337234
3739,0.027,1373,735.18,1.653888
3740,0.11,752,80.10,13.093921
3741,0.057,1042,296.15,4.915379
3742,0.142,1002,101.62,17.934937
3743,0.085,1292,280.56,8.371554
3744,0.013,1026,349.64,0.74296
3745,0.033,652,56.65,2.896
3746,0.13,328,3.63,22.7802
3747,0.09,451,10.68,8.7522
3748,0.05,514,22.02,5.90124
3749,0.191,528,17.96,31.781925
3750,0.069,876,136.34,6.941357
3751,0.051,1023,253.66,4.362705
3752,0.105,762,96.51,11.815007
3753,0.056,1039,333.15,4.662715
3754,0.083,837,81.76,8.77501
3755,0.061,976,151.65,5.524242
3756,0.058,577,37.38,6.827766
3757,0.027,837,164.78,2.240508
3758,0.791,291,1.72,265.469335
3759,0.402,409,6.67,96.101141
3760,0.064,890,149.98,5.960392
3761,0.035,1195,488.67,2.461069
3762,0.208,683,51.50,32.273273
3763,0.125,883,143.33,14.970418
3764,0.153,754,165.82,19.747412
3765,0.031,1685,4124.02,1.772419
3766,0.145,744,72.46,19.738286
3767,0.087,960,201.36,9.176092
3768,0.392,353,3.66,92.876125
3769,0.281,417,7.11,56.47542
3770,0.111,665,45.97,13.930698
3771,0.4,484,13.49,87.6451
3772,0.26,615,35.25,42.6318
3773,0.16,781,91.47,20.8613
3774,0.401,204,2.14,105.356383
3775,0.059,531,99.49,5.923653
3776,0.123,714,58.68,15.38231
3777,0.09,833,108.64,9.694928
3778,0.1068,739,44.00,13.0729
3779,0.0917,797,59.70,10.4208
3780,0.227,390,6.18,44.840975
3781,0.12,535,21.98,17.326644
3782,0.067,716,70.45,7.240193
3783,0.05,830,127.25,4.646186
3784,0.0399,1000,236.11,3.20538
3785,0.121,576,25.52,16.738661
3786,0.0752,728,65.10,8.291
3787,0.0571,836,112.91,5.487
3788,0.0232,1137,397.25,1.49914695
3789,0.08,611,33.16,9.653471
3790,0.054,746,73.60,5.315946
3791,0.039,875,139.15,3.295709
3792,0.057,521,25.85,7.061149
3793,0.024,802,145.44,1.937055
3794,0.503,392,4.58,127.282184
3795,0.193,634,31.25,30.184104
3796,0.112,725,68.93,13.751243
3797,0.06,989,238.48,5.419026
3798,0.036,1278,665.44,2.508553
3799,0.232,516,43.25,40.714955
3800,0.094,812,265.19,10.446347
3801,0.5,308,1.96,143.34394
3802,0.3,411,6.22,60.323105
3803,0.18,524,16.38,29.33434
3804,0.22,534,20.17,38.285489
3805,0.118,729,69.96,15.054786
3806,0.07,946,198.55,6.885875
3807,0.04,1258,622.07,2.927128
3808,0.305,277,1.72,77.473633
3809,0.136,416,8.70,22.92881
3810,0.08,540,24.71,10.475464
3811,0.336,409,6.86,74.920137
3812,0.217,509,16.46,38.871826
3813,0.255,274,0.62,63.33627
3814,0.169,337,1.41,34.14211
3815,0.118,403,2.90,19.850291
3816,0.0521,606,14.80,5.8416366
3817,0.079,495,6.50,10.864384
3818,0.192,533,104.96,33.884054
3819,0.142,621,192.14,21.526258
3820,0.099,741,391.01,12.645164
3821,0.071,895,151.49,6.6264
3822,0.048,1087,329.80,3.701212
3823,0.286,466,7.29,54.155743
3824,0.144,657,28.94,19.254196
3825,0.141,563,24.32,20.834237
3826,0.097,678,50.92,11.97901
3827,0.068,808,103.00,7.055679
3828,0.045,1001,242.42,3.715335
3829,0.035,1130,394.30,2.580827
3830,0.065,1035,332.74,5.700786
3831,0.047,1212,627.37,3.546511
3832,0.205,437,6.60,36.77031
3833,0.11,594,22.64,14.589347
3834,0.1087,715,34.40,13.28613
3835,0.0919,777,55.90,10.33974
3836,0.33, , ,66.0634
3837,0.51,394,4.88,125.8518
3838,0.21,607,27.37,34.545
3839,0.287,570,12.66,56.633742
3840,0.14,815,53.15,19.305772
3841,0.065,1197,247.30,6.097326
3842,0.246,513,12.46,44.851896
3843,0.145,667,35.75,20.342199
3844,0.176,539,22.40,29.221289
3845,0.061,919,188.48,5.914323
3846,0.042,1098,384.29,3.468095
3847,0.027,1367,925.92,1.796302
3848,0.064,851,137.07,6.186676
3849,0.036,1131,428.41,2.633867
3850,0.213,478,9.04,37.514456
3851,0.104,686,38.37,12.699149
3852,0.341,240,0.95,92.743711
3853,0.082,488,16.26,11.008151
3854,0.2269,484,24.11,44.347
3855,0.154,588,52.35,24.806
3856,0.106,717,116.12,13.638723
3857,0.082,817,195.94,9.220524
3858,0.5456,321,2.51,148.2720032
3859,0.215,513,35.20,36.337373
3860,0.117,694,118.25,14.646008
3861,0.056,1088,279.08,4.807091
3862,0.032,1425,821.89,2.139542
3863,0.081,509,35.90,8.9858
3864,0.062,585,62.58,5.9123
3865,0.2901,574,35.74,54.414
3866,0.2236,774,60.16,35.736
3867,0.112,1104,249.02,12.309681
3868,0.294,702,49.15,51.078775
3869,0.207,836,99.27,30.160546
3870,0.2129,778,83.90,33.006
3871,0.1385,964,198.25,17.324
3872,0.2642,489,11.27,48.648
3873,0.1994,563,19.79,31.884
3874,0.119,739,58.59,14.12841
3875,0.224,671,59.44,35.676062
3876,0.132,875,171.82,16.088134
3877,0.098,1015,311.76,10.300682
3878,0.204,678,36.52,33.197861
3879,0.101,961,147.81,11.634788
3880,0.073,865,74.89,8.014927
3881,0.037,1209,285.64,2.936532
3882,0.091,777,141.13,10.937304
3883,0.061,947,310.76,6.057342
3884,0.038,1200,801.74,2.971353
3885,0.0558,954,189.34,5.24972541
3886,0.0702,850,119.63,7.41086267
3887,0.0881,759,75.96,10.43547805
3888,0.18,756,62.24,25.262887
3889,0.107,984,178.36,11.476094
3890,0.0668,810,115.56,6.54628992
3891,0.191,481,11.07,31.3309
3892,0.118,610,28.68,15.3348
3893,0.081,875,416.58,8.127899
3894,0.061,1007,730.77,5.326718
3895,0.391,471,13.66,83.446393
3896,0.18,695,64.93,25.934138
3897,0.154,301,2.65,28.464515
3898,0.06,484,17.58,6.87745
3899,0.037,615,45.84,3.353728
3900,0.457,421,5.59,107.723601
3901,0.071,1066,230.40,6.61833
3902,0.319,476,10.35,67.831024
3903,0.236,554,18.94,43.130617
3904,0.127,755,65.36,17.028937
3905,0.069,1022,220.33,6.846262
3906,0.566,511,15.35,140.101261
3907,0.249,772,79.48,40.806231
3908,0.242,386,5.99,47.332773
3909,0.12,548,24.31,16.568087
3910,0.152,618,25.26,21.853722
3911,0.108,734,50.17,13.060855
3912,0.156,505,14.51,24.570858
3913,0.088,672,45.78,10.381227
3914,0.332,372,6.78,76.050178
3915,0.075,782,132.13,8.187399
3916,0.22,276,1.75,46.827915
3917,0.039,652,31.79,3.543919
3918,0.10725,385,4.82,17.2559
3919,0.08551,431,7.60,12.28
3920,0.217,530,15.05,36.924931
3921,0.079,879,113.45,8.115317
3922,0.193,470,7.99,33.653079
3923,0.103,642,27.79,13.19722
3924,0.16,567,24.53,24.664551
3925,0.066,881,142.63,6.581484
3926,0.034,1237,553.53,2.382667
3927,0.096,897,98.90,10.681572
3928,0.064,1097,221.10,5.839172
3929,0.045,1315,457.07,3.38802
3930,0.027,1681,1225.93,1.620493
3931,0.0192,1710,1686.09,1.04562266
3932,0.092,807,83.26,9.946047
3933,0.063,971,174.40,5.714606
3934,0.139,686,38.84,18.746477
3935,0.105,787,67.22,12.412183
3936,0.064,1013,184.34,5.826662
3937,0.13,563,24.08,18.119869
3938,0.089,680,51.27,10.281951
3939,0.046,949,194.35,3.783986
3940,0.08,499,20.51,10.848463
3941,0.058,587,39.26,6.668391
3942,0.404,360,3.55,99.640161
3943,0.182,536,17.48,30.133001
3944,0.122,655,38.95,16.514043
3945,0.053,990,203.17,4.790936
3946,0.127,579,21.46,17.648312
3947,0.069,782,71.50,7.156804
3948,0.048,938,148.10,4.148141
3950,0.1101,934,210.17,12.7207
3951,0.0685,1185,542.96,6.238297
3952,0.097,332,4.47,15.368459
3953,0.058,429,12.53,7.113702
3954,0.035,554,24.26,3.306539
3955,0.123,598,22.46,16.239494
3956,0.066,819,79.31,6.308205
3957,0.14,530,19.21,20.477912
3958,0.084,686,53.90,9.439452
3959,0.042,970,216.11,3.33616
3960,0.095,667,43.21,11.187161
3961,0.052,896,141.61,4.60182
3962,0.04,998,240.15,3.21982106
3963,0.202,445,9.49,36.277108
3964,0.124,568,25.15,17.460812
3965,0.071,753,77.75,7.49019
3966,0.14,622,31.27,20.050401
3967,0.087,791,81.57,9.767292
3968,0.05,1038,242.47,4.311792
3969,0.142,559,21.72,20.026218
3970,0.062,850,115.50,5.715442
3971,0.109,613,20.50,14.496481
3972,0.075,742,43.77,8.20395
3973,0.189,397,5.88,36.065978
3974,0.094,562,23.60,12.718092
3975,0.074,696,59.84,7.953528
3976,0.048,864,142.74,4.144495
3977,0.138,792,81.51,18.998355
3978,0.051,1305,601.89,4.244384
3979,0.106,915,144.83,12.3335
3980,0.08,1050,252.25,8.1453
3981,0.268,366,4.32,56.228098
3982,0.095,616,34.75,11.763051
3983,0.2747,568,35.87,50.447
3984,0.1658,731,98.46,23.654
3985,0.115,888,213.48,13.233549
3986,0.069,1146,592.30,6.155557
3987,0.034,1642,2500.59,2.090876
3988,0.071,687,60.64,8.103636
3989,0.05,823,124.96,4.715106
3990,0.132,329,3.80,23.968127
3991,0.065,469,15.63,8.295611
3992,0.213,306,1.33,46.183669
3993,0.122,401,4.03,20.060548
3994,0.065,555,14.20,7.824904
3995,0.037,731,44.00,3.340222
3996,0.077,1025,273.30,7.21205
3997,0.04,1420,1007.72,2.711506
3998,0.287,390,6.20,60.418955
3999,0.077,751,85.13,8.472382
4000,0.101,806,116.52,11.379349
4001,0.054,1104,410.58,4.431222
4002,0.114,393,6.27,19.271566
4003,0.074,488,14.88,10.065275
4004,0.38,359,2.98,91.773242
4005,0.191,506,11.82,32.625555
4006,0.124,896,161.04,15.274299
4007,0.099,1008,257.39,10.7421
4008,0.2274,496,14.33,42.42720032
4009,0.0252,1664,1740.86,1.43474156
4010,0.2996,508,17.02,58.6017925
4011,0.1685,776,85.76,25.0824626
4012,0.394,508,15.69,89.722292
4013,0.3625,480,10.34,78.1000231
4014,0.0514,1108,356.54,4.27103091
4015,0.034,794,124.87,2.89221751
4016,0.5791,267,1.30,187.747029
4017,0.0358,1319,995.67,2.54307286
4018,0.0337,1558,766.34,2.16845259
4019,0.091,849,146.36,10.3039
4020,0.107,786,107.22,13.0241
4021,0.155,653,51.12,22.6845
4022,0.195,582,32.34,31.9996
4023,0.25,513,19.53,46.6888
4024,0.466,376,5.65,118.3807
4025,0.107,1008,153.88,12.691112
4026,0.198,743,45.34,31.719775
4027,0.0684,1000,238.51,6.42200058
4028,0.3483,393,3.58,81.3151059
4029,0.2731,546,22.98,51.3285623
4030,0.1473,736,160.28,19.79191978
4031,0.0628,1321,813.52,5.03728015
4032,0.0471,729,47.18,4.42157218
4033,0.0239,2199,2399.97,1.25275217
4034,0.0126,1897,2387.26,0.57103852
4035,0.0511,1063,206.41,4.51005748
4036,0.2466,787,11.38,37.6467384
4037,0.046,1356,677.50,3.341815
4038,0.761,333,2.48,224.784608
4039,0.0754,609,43.14,9.69312032
4040,0.0872,938,118.52,8.79617863
4041,0.1239,918,254.96,14.36267939
4042,0.2415,558,22.85,42.3004954
4043,0.1102,631,39.32,14.97435694
4044,0.2134,1381,516.10,23.5540725
4045,0.233,488,15.79,41.6977827
4046,0.0546,938,194.98,4.79028459
4047,0.2079,502,20.01,38.6715075
4048,0.0812,938,182.69,8.3265153
4049,0.076,809,123.82,8.408878
4050,0.172,538,24.25,28.574263
4051,0.0369,1027,206.87,2.94902905
4052,0.1187,1008,205.27,13.15141081
4053,0.2315,526,23.26,42.1917357
